17841,-3260
9168,5745
-214,6766
-4571,11009
-2172,5925
1462,-4138
7736,-4091
11944,-2164
957,4736
-11963,7794
-6920,1387
-5889,1653
-507,3001
8495,-409
11352,4373
26522,2625
12112,759
-8240,13804
-7760,1568
-949,-5646
-68,-6589
-833,-3346
4609,15
3441,2068
8006,6031
-5421,11348
-11405,9026
-2929,-1758
4490,-5367
-1267,-5375
-5540,1377
9348,-2389
14441,-6652
-8471,8777
-7561,6140
6106,-783
6847,5673
13441,3527
13683,2055
-2437,5832
-6017,4076
-10682,-366
-21012,-3999
-11928,-7561
1676,-6332
9938,-2314
5356,6643
113,7581
5569,2281
9604,4095
-391,6920
-7091,842
1776,-3604
11943,-6823
2055,-2821
-11999,9222
11041,6644
20829,1398
5125,10652
5511,10069
17407,3407
17586,7506
9178,12565
-4715,9948
-8115,920
-1413,-7536
-2434,-9043
-10692,-2487
-5648,-3196
6755,-6241
243,-1343
-4901,5576
-5185,8494
-22,4627
-2792,831
-229,-2654
3674,-4574
2431,591
-4540,3216
-11475,2509
-11311,-4666
-1651,-6862
3137,-5407
6991,-2700
10357,2825
5306,3358
518,7074
193,8949
6520,4943
24779,3717
24037,6885
1500,16738
-18483,13093
-7170,-3171
6005,-9904
-3980,-774
-9917,429
1060,-3879
9701,-4436
9458,2074
11514,723
4213,5496
-375,10246
7640,3071
10534,-1404
-3462,726
-12670,1164
-19169,-1900
-21781,-5287
-15523,-9906
-6026,-4385
9275,659
12680,-952
775,3749
-5785,-1322
613,-4693
-3616,1867
-8136,2388
-175,-5043
13781,-4046
11826,-139
11378,3544
11940,1540
-4720,4146
-17443,6259
-20617,-511
-6980,-3032
5761,-4020
9864,-2653
6811,-3624
-441,1542
-1962,7083
223,4828
1194,2145
7498,-2540
12524,1155
16951,6421
-1964,7641
-5425,4984
-1420,-4343
2321,-728
-4380,1781
-8429,976
-4184,-148
2645,-5083
2134,-979
-6351,3654
-113,3875
10681,1670
11808,1277
12821,-110
10854,799
3870,3695
-636,4646
-926,6697
-5384,8441
-4033,3000
1828,-4968
2255,-8939
-11020,-6326
-8068,-4764
-1719,-6029
-12901,1985
-14573,2207
11812,-7056
20372,-3132
7839,3026
2456,348
-2903,-2401
-18023,-983
-20498,3587
-15596,-2310
-13529,-6042
-5151,-5972
407,-8914
-1532,-3218
-8271,-2793
-6,-5190
2896,-5181
7277,735
16223,6383
15810,9065
15484,9277
5349,8145
-8946,5021
-8428,-1070
3811,-4535
5788,-6505
-329,-1276
-8576,-2481
-15684,-2122
-11884,-2652
623,-5399
-2766,1900
5711,7861
10884,1429
15262,2490
-3962,4194
-9376,3379
3642,-3338
10788,-3223
-3793,348
-2375,1588
-16,-5270
-3199,319
-12635,-3421
-14608,-761
-4709,-2099
2714,-5140
1645,1027
-1533,2488
-3219,576
-4100,-2470
-4834,-3851
2826,-900
10704,3214
12221,2904
9879,6510
11863,7526
9017,4476
-9789,5317
-5371,-4344
-2618,-7667
-3828,-4990
1079,-5577
-2582,-1019
-3632,1012
-3951,-2279
-4874,1276
-6864,-577
-13074,-3599
-2159,-2937
17730,-9171
4810,2153
-9390,16381
1020,4109
-3719,-2589
-8845,-4346
-445,-4080
1009,1582
-641,1539
-2276,-7348
-5445,-10899
-13628,-9874
-12647,-4201
-5023,-2713
7640,2138
18413,8240
22615,9481
5921,12313
-1195,8513
1873,-1711
-10457,-3000
16,-5553
14637,-7414
4089,1227
-11092,11882
-6913,7971
-6697,-3312
-8502,-3546
2828,-5453
-923,-790
-5753,-1983
-6391,-6310
-378,-8589
-7201,-6001
-89,-608
9269,-2479
9892,4774
-2504,11474
4574,12683
13499,3871
20639,1132
3260,-3040
-19400,3486
-19251,-2607
-4714,-8481
2369,-4044
-9500,4800
-2278,3734
1621,-6657
-4148,-4441
4164,-4530
10066,-3632
6363,1360
-13691,1175
-14760,3
-139,-5618
-55,-1913
3978,4754
4072,-114
-4215,-2338
-6343,-1348
-11347,-15
-7040,362
4427,-7669
-2568,-6024
357,1793
11173,3945
11309,8385
5633,11164
-2349,12693
4415,2714
15439,-10166
14865,-7885
5554,-3418
-7717,-539
-23196,1313
-9579,-4235
-7195,-10754
-10248,-2308
-2381,-2393
7657,3449
7973,6129
-2107,4205
-2364,1310
-15059,-8492
-32768,-7896
-22973,-16541
-507,-22632
2166,-9969
2782,-4489
5219,-3116
-1463,2595
-7961,7651
875,2775
14161,-1000
15437,1045
-857,8384
-4006,9909
-68,2917
16498,-1592
5584,-1493
-8700,10368
-4653,2226
-11148,-9836
-7692,-9622
-3735,-11549
-6581,119
-1682,2560
-575,-5244
-2874,-5492
-3893,-6739
-11914,-82
-3333,3200
4609,-3458
-7200,1596
-3472,-6267
-2915,-9199
-9264,2383
-3165,-1788
2598,-2501
9063,-5743
1648,-7978
-6949,-907
-1474,-7162
-9452,-5135
-14054,1263
-1381,-4106
-462,2955
-9892,9251
10186,18
7714,-5075
3087,-589
4246,-1555
329,6414
-4580,194
-6266,-5261
-3017,-9312
4365,-10229
316,-1770
-8394,530
-3478,2220
1722,-370
-11071,-2594
-9034,1236
386,-5483
-2706,-3109
387,-2495
11146,-4598
-4053,4478
-18911,7002
-13125,-1094
-1680,-6607
7839,-14963
5078,-14873
3570,-1961
-1708,4846
-969,4488
8048,-2107
2148,-849
-8473,9454
-4815,5151
-17746,192
-16573,-1295
14631,-12783
16681,-5961
-12403,5599
-17145,-35
-4196,-13705
1803,-11887
-1860,-7180
-5397,5433
3235,5255
3843,1519
466,5101
-118,-526
-2105,925
5771,-4337
1835,-7313
-8487,-1091
-8334,-1299
-8467,-136
-8507,4332
-1976,1776
10454,-2989
19420,-3228
6425,2167
-7068,10149
6564,-5191
10621,-9866
-13047,3012
-19129,1172
-7118,-8370
-7444,-9890
-9490,-4639
4968,-2373
-650,-4022
-10774,784
-372,-2126
-329,-5177
10207,-1493
14447,1508
17,10037
-9607,10386
-2583,-9045
2792,-14138
-6597,-5392
-17075,-4110
-5793,-7204
-2611,-7334
-9003,3566
-6096,-209
1852,-1339
181,4583
-6186,5317
-4078,-3239
15930,-10516
1202,-3208
-4686,4716
3166,-2048
-1743,-2097
3147,-2038
-3768,-1726
-24106,2091
-22257,-3649
-2068,-12873
-13396,-11616
-15235,-6180
10197,-5414
9373,-798
-2068,10093
6004,4394
13199,-257
1504,5851
2850,5486
15463,-2684
-546,-2090
-4885,62
14453,-6991
-4070,-2400
-15798,9304
4468,-113
4378,-6924
-2762,-314
302,2662
-835,3990
2522,2746
4283,-8429
-3988,-4540
-7888,2534
-13839,3103
-16442,-1748
-1171,-11060
7496,-11205
-5472,-3126
484,-971
2691,2332
-10793,4678
-14122,-938
8161,-5766
25187,-6200
4295,5790
-7954,8994
-779,-8046
-6864,-7666
-6258,-4342
8681,297
-2022,5500
-9647,3541
999,-8442
-5566,-7173
3253,799
15346,2350
-13776,9642
-10795,5094
4591,-13188
836,-5225
8852,7238
15594,4934
8006,-2487
-14414,-3021
-21008,-1584
-7061,-6251
2744,-11050
-5579,-1264
-22598,3256
-21998,-5478
-3772,-12806
-4346,-9519
-7647,777
10656,-1149
17596,-4483
9005,4184
11179,9660
2367,5519
-12185,1077
-11089,-5768
-11733,-8750
-8127,-6929
7659,-6882
6455,-4427
-12522,-836
3847,-490
14828,-576
8941,14871
9860,14676
3685,5995
-11008,1446
-3512,-1583
-5174,-5120
-4498,-7834
-8732,-14155
-19020,-7282
-18955,-11006
-3907,-9168
17141,-7437
953,4378
-19149,13780
8437,525
9874,-5434
-90,5623
10716,-2879
5290,-7185
-6007,-941
-4072,-3716
-9575,2303
-10439,538
2104,-8984
1657,-6139
-4345,-360
-4424,6120
-5212,5428
-3771,-1041
-3812,-1645
1728,-6039
10616,-2090
11305,4258
9059,5554
-145,1206
4846,-5011
830,-3577
-11965,7684
-7265,1878
6474,-9768
9164,-11425
2954,-3639
-11434,5674
-13902,2613
-5606,-2064
-10257,1345
-8811,-2789
-2594,-9378
-13550,-9242
-11385,-7190
-3987,-12502
841,-7607
5595,175
-3126,8887
-6134,-523
-1613,-9551
3261,1417
4090,7434
-3121,9304
5331,759
10810,-7433
-2439,-1430
-2708,561
3701,-788
2895,1992
14680,-103
5687,1851
-6033,5130
11164,3835
16816,1110
-4951,5414
-14787,3862
-5583,-4990
-8416,-12728
-18457,-6127
-18584,-3803
-7723,-10459
-2810,-10962
-1043,-4997
-12177,-2714
-6422,4457
18367,-1917
7456,2719
-6898,6260
5287,-564
843,-3418
-10351,-7539
-10946,-11517
-10737,-5823
-14714,-2548
-4322,-1899
4977,-7150
2840,-4610
8014,2441
16472,3100
6424,12573
4916,13827
8826,3091
-1427,3314
3115,4977
11418,4158
1121,2426
-3952,-5229
4715,-9968
1033,-6304
-10054,297
-16533,1265
-18623,-2444
-11378,-3233
3056,-2049
2206,-4496
-257,-557
6705,-2669
-2464,-3010
-3730,639
16488,-1218
12811,5329
-6473,8102
-3726,-2343
3661,-7196
-8166,5891
-7538,6129
-8604,-4824
2476,-12322
13930,-11980
2995,2267
-13439,11291
-7752,3521
1115,-5472
-8619,-5592
-15136,-3838
-3089,-2328
-1578,-3591
-5629,-2039
774,-8852
9399,-11313
5744,-2682
-10845,1972
-21291,3556
-9066,-672
10086,-1376
-905,2778
4321,2951
11144,-5532
4978,-207
-7287,8829
3715,9085
21024,124
23950,40
5198,2646
-13280,2231
-15073,-370
-5408,-1539
-4707,-4705
-9650,-694
-3629,2660
3325,742
-2726,499
-5478,-1284
2393,-4914
14818,-2892
24186,-185
9235,5808
-3537,15793
-1549,9228
-5592,2636
-5231,-7551
7520,-15362
-16846,-11919
-30071,-4333
-7592,-7504
4746,164
2350,7938
-2686,6975
4154,-837
-210,-3574
5930,2894
19616,2045
12781,7503
5382,4360
2911,-4569
-12923,-28
-14234,5675
-2331,6845
-1486,2623
-9604,-2854
-1714,-6584
3211,-10505
5421,-3383
-1310,3199
-512,2190
12619,-3441
6672,4321
8754,9309
9836,7239
4549,8192
-7051,2481
-17637,-449
-5653,-6766
2474,-13061
-7264,-7203
-11689,-4325
-1897,-2195
5688,3023
3583,6111
-4620,8474
7384,4565
19542,-404
4552,10295
-2279,12137
12669,2028
18227,-5047
4701,-416
-12955,4234
-8666,4377
7221,-1259
2864,-739
-620,2493
1968,-3061
7158,-5421
-55,2119
-12553,8841
177,5533
11458,-2717
3409,4961
15490,4953
12344,681
2115,3042
-15764,-410
-20076,-2138
-13220,-9936
-5710,-5196
447,3360
1241,2661
4576,3883
12607,-140
812,2524
1660,3271
20108,-2658
3471,5145
-13684,10267
-1521,1642
12623,-11357
-3504,-635
-8701,9780
-191,-2052
-1467,1832
-4301,4846
-5698,-973
3743,-1923
13140,-3278
5822,5548
-14217,7087
-4427,-3270
14525,-11287
6465,1259
3724,5467
-2597,3054
476,5168
5249,868
-14381,3093
-31483,-4501
-9177,-21326
6925,-17979
1905,-5407
3007,4982
15671,12912
6577,18436
4015,14689
18951,1899
17719,-2248
4883,7000
-4,7859
-117,264
8125,-3987
12356,-2932
-3614,14466
-497,13324
5940,891
1290,3768
-6575,-2157
-11833,-3078
-5899,-5627
-2997,-9479
242,-1589
4172,-6879
4,-1325
-3114,6494
-8995,2541
-6644,5596
19671,3229
22865,1116
-4385,11282
-9357,-2292
-4704,-8661
-3348,-3118
-8181,982
-9228,1128
-4522,-2680
-4134,-5777
-5455,-5408
7153,-7100
12240,1127
2265,14408
6127,14962
20845,4197
18157,6066
2258,10047
-10408,6191
455,746
2887,-4928
1175,-728
9028,855
-3084,-2032
-3043,2371
-2123,-2261
-7593,-4082
8730,-1537
15043,2622
7024,10852
5239,10235
7288,4241
10500,4154
-5264,3511
-17125,-491
-8074,-9929
-11977,-9011
-2415,-3247
1084,-5116
25,4751
9723,6817
4367,6544
3106,10725
15362,6941
10353,9790
2138,5723
4252,-7848
7252,-10144
1876,-3162
-8403,6381
-4409,3988
-7662,-2567
-5533,-203
-6109,-130
-7218,-1078
2800,-4274
2004,-5217
-10825,-64
-8993,-91
4423,649
12141,2570
13947,5773
18232,4012
18175,9965
2992,17757
3629,12982
1422,5338
-4928,164
-2277,-2383
-617,-5572
-2652,-4705
5783,-218
-865,-14
-118,2368
8107,-1139
-6719,2986
-2326,8506
18890,-1028
14364,4046
-2234,11183
5282,8117
1513,975
-9757,-631
-17767,-61
-16965,-10167
-10443,-10235
920,-1183
20504,-2588
13959,1272
8138,7081
13219,7274
14447,14000
2272,15501
8695,13947
19986,3630
12187,4164
-1289,6896
-14917,1525
-10315,-8662
-6080,-9793
-18407,-10751
-10063,-623
14563,-1572
19903,4342
10254,15630
2872,12145
2071,6017
-5361,-18
-1048,-7505
-67,-8037
6562,-8277
2347,-1969
-10495,8797
-24277,4081
-12361,-4667
-479,-6876
-275,1860
7725,5871
12786,-428
4871,-2790
6752,2151
18484,7709
21635,14179
15451,21123
16028,16744
20942,5288
4700,5800
-8230,5230
-1632,-1864
-17712,-5316
-23708,-9539
-5791,-14524
2108,-4884
2137,2847
6387,5871
5265,7391
-1183,10183
3604,8943
4941,1359
8475,179
2394,-85
3183,878
-5070,3281
-15886,3497
1438,-2432
7949,-5498
-1738,-132
12702,1469
16921,941
484,8709
-7854,6701
2474,-7931
1303,-4689
273,5534
12909,4146
12079,9691
3923,10713
-10803,2552
-6296,-3970
8812,1556
5116,9784
-608,5829
-6037,-1691
-6387,-9397
-8077,-10547
-4394,-1948
9941,2230
10964,9691
7741,10698
14622,3786
13498,4895
-657,4223
-4273,5955
863,-2618
5090,-5195
12113,1913
-9247,3568
-15435,-2362
5131,-13482
279,-4045
-4018,12339
-4365,9785
10816,2752
11191,-1991
5262,6110
6698,-356
-4285,1097
-8657,1292
-12053,-4048
983,-6647
18104,-516
17643,15082
-6205,17760
-12941,1984
-5794,-13104
-5590,-9212
-1885,532
17455,5531
14650,-48
-198,4922
-5009,6109
-4112,722
-4820,-2929
-10060,-1452
-4616,-3838
11599,-6543
16375,-4364
9066,3767
-11822,8951
-18539,-2695
-3557,-8219
2109,-105
8100,5160
10924,8583
5875,1393
-5195,733
-10534,5226
2637,916
19586,6867
7588,6509
-914,483
11113,-3973
2493,308
-8492,12240
-13457,1569
-3842,-12447
-4361,-16114
-5464,-4935
16574,1413
12631,18
-10881,13192
-4758,7360
5404,-8472
10715,1647
15901,10077
4514,5538
-7491,2768
-6002,-3512
420,-3797
-5101,2256
-16871,-3250
-5657,-6761
6517,-8412
821,3454
-1087,11911
6491,6059
7599,6758
4006,3718
18846,-5266
29895,2699
13224,14809
-6910,14475
-6877,-371
-2905,-4557
10598,5061
10919,10847
-9440,5911
-20947,-1358
-13854,-13053
-4215,-16545
-4062,-7908
-2219,-1410
7979,3077
-4431,6809
273,2067
8125,-1696
-9299,10751
-19056,8042
-331,-6062
10621,-8704
10352,889
448,4300
-7515,1178
1090,-5924
-7095,-2623
-2553,7213
14904,1408
16969,4957
14647,5216
11618,2250
11297,7270
7184,9345
-1539,12321
2602,2026
-2214,-1492
-1498,-135
-4409,4118
-15626,3820
-17560,-9380
-9035,-13874
3998,-12326
8840,-916
17694,5652
7158,1516
-16006,6249
-1283,1313
6698,-4701
3166,7882
1151,9450
5708,5612
2904,-1006
-2727,-2891
3752,-4352
-6606,-3234
-14238,-1397
-6154,-4842
-2820,-6426
11141,-223
21656,-3169
6620,5205
-9181,14507
-10038,2719
-6986,-3051
-4221,-2035
1090,-3115
3718,-1329
1559,-1690
-1577,1263
-5594,8486
-11816,6272
-1067,-2376
4567,-12389
-250,-10599
1325,-1643
-2993,-591
-5312,6777
-9289,6043
-966,1754
11320,-2966
30087,3700
20364,8394
-776,9549
-2780,2024
15606,-786
17956,5831
2909,16963
-2931,4385
6998,-843
8676,-5776
-12425,-1241
-11069,4431
154,-4014
-7255,292
-15974,2386
2452,-4472
5578,-723
-14481,-1943
-10142,-5803
5374,-11808
4049,-5417
-7098,5021
-9362,-6818
5811,-18108
356,-6754
-9687,8398
-2081,8209
-1414,4086
11954,3755
12874,-2484
306,182
745,-1445
-13796,-2130
-21400,5927
3540,-3537
14103,-7954
13700,5683
-1097,9311
-10002,1520
625,-10866
1981,-7011
-2001,3020
2908,5491
16446,1266
14324,4027
-5048,10658
-14017,5871
-7464,-1960
-8110,-5812
583,2479
15452,-1425
8973,-5887
142,1875
-5548,1953
-3173,-7313
5014,-5729
5324,-4348
-7566,7923
-14069,5642
-1881,-7271
-2514,-3644
702,3676
4959,-909
-6055,1847
-5824,6079
-2085,1213
3866,-2933
-223,-7559
2245,-3359
3208,1762
-5781,756
-518,513
160,-1741
-3276,4139
5955,290
12183,-3824
2861,4893
-3494,9955
-9881,2567
-8996,-6021
4349,-9986
8881,-5409
13076,-2449
4379,1657
-1546,7146
-7158,3415
-5310,-4028
-6781,-1601
-3666,-2448
1090,-7674
2965,-1618
-8861,4036
-13434,5447
5214,-788
22531,-6408
16963,3638
1822,12122
-12112,1017
-6146,-4828
2640,-8952
-6906,82
-15513,2443
-1816,-12091
-1760,-11017
-4565,-7255
2633,-4707
2370,5606
-4422,7813
2789,6224
1419,-787
-4569,2257
-7960,-536
-11717,-7022
-5366,-11980
-1709,-10871
15631,-359
3187,12858
-14116,14578
8652,-5234
16019,-11305
6867,850
2733,6201
-10249,6492
2686,1384
9522,-5292
-2125,1053
-10025,3322
-2389,-2430
7279,-2989
-9115,1551
-2027,841
24550,-6680
-3579,2117
-24296,4271
-9035,-15494
-7022,-11621
-484,-473
4399,1223
-6608,3133
764,-4519
2253,-7687
-9503,-1163
-22532,-1826
-14049,-5947
3571,-10750
13076,-4492
7858,5078
9448,7075
-5122,10436
-7798,5512
-1591,-4759
881,-491
9610,-409
6835,919
-2965,-56
-6155,-3806
-9375,-1600
-6440,2562
-4394,3176
5894,5922
7754,3015
3049,4267
2055,5449
4608,-3040
-3312,3568
-7716,-2661
4498,-10329
13011,-6633
14625,575
-7881,7200
-13533,6681
-7923,-2449
-6906,-4855
-334,-4709
-1737,947
3313,-1581
2654,-6066
-5646,-5546
1641,-4296
18434,2841
2214,8603
-28,3554
6626,-5870
9141,-4307
-3067,5169
-1962,5648
-845,-894
-3224,6894
-9048,6188
-540,6003
2226,488
1230,3366
1670,1906
-3604,-1385
2717,-2470
2942,-5136
-460,-405
-4155,-2363
-3249,-6287
8488,-5690
-5121,352
-10348,4434
-6964,-4154
-9357,-4844
-2512,-8683
-3859,-6312
-15607,-5401
-11656,-5961
-4188,-6607
1673,-965
6350,4054
8256,9969
5673,6888
-362,-5511
4513,-10612
867,-9956
1684,1168
-113,3678
-5646,5983
-5866,6442
8841,1307
14050,-2484
-7525,6773
-10975,5210
3112,-5968
8929,-9267
-7715,-608
-19258,3103
-12689,-8446
-932,-14216
10406,-8618
-4177,5145
-1982,10742
6047,-52
-3323,2646
-5843,8289
5686,1706
6236,-3175
-5548,2685
-4473,561
9959,-4080
16755,-3871
8198,861
-4263,9235
-12623,-3830
-3683,-10375
545,-9919
-1774,-1482
-7321,2034
-3045,-6175
-7091,-5974
-2367,266
6458,518
6030,5861
6474,6886
7015,5529
5372,155
4003,-5557
-10811,-1935
-24809,-84
-16176,-8254
1224,-13821
7358,-7440
10501,2714
-1106,7761
-4913,6427
-4751,-1065
-318,1883
16784,682
13492,-2101
-2210,1378
-1641,2678
-2829,163
-2893,-2220
-10346,-964
-7059,1145
-6231,-4843
-1454,-8915
11552,-11046
20144,-3345
-8798,6898
-16723,8166
3848,-4297
-4126,829
-596,2882
8512,-7681
-8066,-872
-8089,-4751
3775,-9738
-7907,-35
-10031,4632
-3810,-1146
2667,-6084
-3943,-4175
-4383,5878
2977,-132
-103,-3243
-16254,670
-10464,-4068
8399,-7185
16423,4161
7761,6728
7988,6674
14629,380
13523,1818
11954,4290
-6351,8338
-18426,5418
-1734,-12462
6125,-7515
-7971,52
-11255,-1282
-8148,-2942
-11362,-6471
-9113,-1565
1019,-494
3402,-1751
151,4109
-9363,278
-8360,-5928
6671,-12274
2132,-5178
-15124,854
-5195,-8294
-640,-14568
2531,-5714
12157,1039
3474,7792
-9101,8225
-4997,1354
-4321,-494
219,2098
-3942,-2857
2658,-5325
6761,-12360
-4473,-2468
-10191,2080
-8976,579
-13129,754
-9329,-10851
631,-18056
5108,-403
9184,7413
6798,9732
-3624,8287
3640,-362
18120,-2925
16828,3917
-3173,9518
-7879,2847
2191,-8191
1646,-6454
275,-4545
-2891,-633
5639,-3015
339,-8108
-18304,3679
-9342,-1283
2450,-5998
-5194,103
-26609,438
-22072,-216
3374,-10389
9383,-8223
1323,6332
-1446,1711
-2163,-6599
-6406,-7194
-6619,-8676
-10152,-4998
-9776,-3468
1214,-4511
7361,-4451
-3523,-69
-11968,4829
-8642,-3855
2327,-5543
-633,-3209
-1278,3773
10527,845
15791,3697
4414,6234
2527,2345
9121,1240
9542,3302
16254,8598
36,5047
-12035,3916
-6960,-5579
-16894,-9959
-15562,-4902
-6847,-5812
12648,-505
13952,4203
-1881,10245
-8240,9317
829,-884
2191,-7724
-7389,-3522
2960,-3098
15534,-3334
3858,5394
697,1723
-6017,464
-4339,-3064
-917,-8243
-14292,-6153
-17770,-5731
1428,-9796
8069,-4529
-6405,8413
-10730,6977
8175,-5856
5744,-8384
-11827,2587
1034,3600
10642,-5137
2206,4058
-13987,547
-19720,-2913
-22157,-8500
-12741,-10904
3575,-8873
5088,1667
3274,5808
3724,2576
5457,1761
4253,-3097
2695,-1758
8866,1552
16413,-710
14876,5532
-2334,4768
-10642,1355
-12343,-4970
-16567,-9472
-8431,-5413
640,-4930
9737,-478
915,3415
-4400,2020
-14942,3356
-16610,-1185
-996,-10981
7279,-8448
-1659,-1196
11017,5248
20239,-4513
13528,2895
2732,7364
-9306,3298
-10115,2891
-4643,-4969
-5689,-4497
7118,517
12618,-777
15485,1535
-5865,4338
-26103,1677
-22429,-4671
-9208,-7478
5200,-4082
20918,-2275
12075,-1385
-19751,1209
-25660,-5082
-16775,-12059
-6816,-9896
7612,-2040
19069,4063
17167,1349
-5335,2817
-14202,3277
-15640,-7005
-12782,-5639
-2292,-9221
7446,-4547
7516,5778
14628,3323
18682,3075
7184,4755
-19459,5881
-23023,3505
-5628,-14037
5436,-12300
8222,-283
8232,844
14145,6389
5705,7062
-11962,3340
-17312,3695
-20140,-4187
-6384,-5756
15015,-6507
14624,-6695
-7916,5503
-7277,1370
-1733,-7073
-16344,4805
-4421,-3366
16716,-8045
20508,-1384
1528,5084
847,5323
-7572,542
-5397,4272
7485,700
11727,2576
6349,6343
16107,5335
6408,-1152
-10825,369
-23424,-396
-12232,-7365
-4992,-12149
-4119,-3613
-10779,1735
2556,-2327
1435,-5918
2808,-1386
-3208,3624
-13278,5701
-14989,-1606
-8322,-8286
10226,-6849
19253,-6640
-1079,2402
-18179,3079
-16649,-7480
-11762,-8210
-6604,-2865
17664,-5506
21953,-1347
8997,8764
1128,9516
-2248,3907
40,2769
541,1932
4703,-2049
10388,-2300
17042,4329
6958,7734
-6310,4358
-18625,1367
-14605,-6282
-16655,-9739
-5234,-2452
1732,-5553
2350,-2088
3023,-3738
-8073,-9507
-11555,-645
6266,3892
15041,6589
10003,13024
15135,1755
22195,-4526
5483,2749
-19878,5556
-28608,1808
-26088,-8238
-21228,-8185
798,-8145
19047,-7671
16887,5902
11380,12200
4889,13551
-725,11040
411,9317
9880,5205
13712,2182
11091,2709
9471,4383
-362,2501
-18322,3560
-18353,1021
-7622,-12192
-3654,-4359
-292,-845
5786,-2888
-4047,2321
-13744,2597
-6975,-1668
6986,-130
10935,7206
24319,5233
14009,1983
-3145,33
-1239,-4386
-8195,-3306
-5423,771
-4250,3244
1719,-5554
844,376
756,-2931
7027,-5216
2538,-64
-6144,-904
1889,1672
4044,1835
10355,5108
17175,2660
-26,6745
-7558,1595
-7803,-8483
-11473,-7366
-9739,-3949
-4605,-3950
-20011,-8684
-12668,-4777
5977,-8687
13146,3705
9346,11447
6400,9521
4629,6215
-7129,1607
14257,-1327
9633,-12276
-19783,-955
-13256,244
5946,-11074
3033,-1178
3636,13906
2282,2882
-5866,-4625
-23284,-4480
-4341,-11543
15862,-11054
-2828,1841
-14223,7185
-4548,-7203
-6119,-7509
-5966,-2646
749,-4299
360,2545
-2270,14
-501,534
2711,-654
-5650,2381
-13111,-1142
-14687,-10722
-8848,-7647
-1269,-3355
7432,125
21019,2849
9880,7529
1846,10497
18328,4274
14997,1924
-5185,7298
-11667,4412
11120,-8091
9801,-4050
-9222,9116
3856,6655
1652,-3700
-14106,2768
8585,2764
22569,-3973
15831,6233
-664,9673
-8758,4476
-4977,-214
5522,-5282
6436,-3306
2984,4508
-245,8247
5396,2098
3702,-618
-23651,2065
-21552,85
-16378,-17101
-18737,-11259
-15135,-10149
-84,-8766
13952,-3430
688,2974
-8866,6373
9184,2982
12594,356
6601,9139
11634,7565
9388,6062
10683,8143
7509,7719
2330,11287
-7419,4771
-4963,-2566
5730,-2539
9458,-868
21681,2369
3661,8727
-7675,5861
1303,-142
2043,1771
11836,4558
6012,7569
-6986,8729
-2056,1663
12535,-8573
9394,-6108
-11314,6741
-24437,-1253
-11178,-13822
-3683,-15152
-4562,-2239
9221,3883
5740,847
-12297,6139
-3993,-1802
-561,-7499
1710,1965
1279,284
-2761,4628
5563,2406
14374,-1315
-1178,8382
-8790,14454
4499,1573
8804,-8402
-2212,-3798
8137,1184
29938,-1328
9489,6884
